Station information:,,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,,
"Auckland, Motat Ews",41351,A6487G,-36.86297,174.71185,16,H,Niwa,,,,,
"Wellington, Kelburn Aws",25354,E1427P,-41.28445,174.76794,125,H,Metservice,,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,,
,,,,,,,,,,,,
Surface Wind: Wind Run (Km),,,,,,,,,,,,
Station,Date(NZST),Time(NZST),Dir(DegT),WindRUN(km),Dir StdDev,Spd StdDev,Period(Hrs),Freq,,,,
"Auckland, Motat Ews",12/10/2020,22,5.03,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/10/2020,22,5.73,24,G,D,,,,,,
"Auckland, Motat Ews",13/10/2020,22,5.84,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/10/2020,22,13.32,24,G,D,,,,,,
"Auckland, Motat Ews",14/10/2020,22,20.09,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/10/2020,22,10.06,24,G,D,,,,,,
"Auckland, Motat Ews",15/10/2020,22,8.07,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/10/2020,22,13.08,24,G,D,,,,,,
"Auckland, Motat Ews",16/10/2020,22,20.65,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/10/2020,22,24.84,24,G,D,,,,,,
"Auckland, Motat Ews",17/10/2020,22,20.73,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/10/2020,22,7.77,24,G,D,,,,,,
"Auckland, Motat Ews",18/10/2020,22,20.23,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/10/2020,22,10.64,24,G,D,,,,,,
"Auckland, Motat Ews",19/10/2020,22,10.48,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/10/2020,22,4.88,24,G,D,,,,,,
"Auckland, Motat Ews",20/10/2020,22,12.29,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/10/2020,22,18.53,24,G,D,,,,,,
"Auckland, Motat Ews",21/10/2020,22,17.19,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/10/2020,22,16.37,24,G,D,,,,,,
"Auckland, Motat Ews",22/10/2020,22,23.56,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/10/2020,22,24.93,24,G,D,,,,,,
"Auckland, Motat Ews",23/10/2020,22,13.15,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/10/2020,22,24.43,24,G,D,,,,,,
"Auckland, Motat Ews",24/10/2020,22,22.99,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/10/2020,22,21.81,24,G,D,,,,,,
"Auckland, Motat Ews",25/10/2020,22,18.42,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/10/2020,22,6.55,24,G,D,,,,,,
"Auckland, Motat Ews",26/10/2020,22,24.06,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/10/2020,22,15.53,24,G,D,,,,,,
"Auckland, Motat Ews",27/10/2020,22,22.34,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/10/2020,22,5.87,24,G,D,,,,,,
"Auckland, Motat Ews",28/10/2020,22,14.86,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/10/2020,22,21.42,24,G,D,,,,,,
"Auckland, Motat Ews",29/10/2020,22,14.81,24,G,D,,,,,,
"Wellington, Kelburn Aws",29/10/2020,22,10.59,24,G,D,,,,,,
"Auckland, Motat Ews",30/10/2020,22,8.69,24,G,D,,,,,,
"Wellington, Kelburn Aws",30/10/2020,22,8.45,24,G,D,,,,,,
"Auckland, Motat Ews",31/10/2020,22,9.21,24,G,D,,,,,,
"Wellington, Kelburn Aws",31/10/2020,22,5.29,24,G,D,,,,,,
"Auckland, Motat Ews",1/11/2020,22,17.57,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/11/2020,22,26.98,24,G,D,,,,,,
"Auckland, Motat Ews",2/11/2020,22,22.44,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/11/2020,22,5.61,24,G,D,,,,,,
"Auckland, Motat Ews",3/11/2020,22,11.58,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/11/2020,22,4.53,24,G,D,,,,,,
"Auckland, Motat Ews",4/11/2020,22,11.15,24,G,D,,,,,,
"Wellington, Kelburn Aws",4/11/2020,22,16.1,24,G,D,,,,,,
"Auckland, Motat Ews",5/11/2020,22,3.56,24,G,D,,,,,,
"Wellington, Kelburn Aws",5/11/2020,22,14.26,24,G,D,,,,,,
"Auckland, Motat Ews",6/11/2020,22,17.5,24,G,D,,,,,,
"Wellington, Kelburn Aws",6/11/2020,22,7.79,24,G,D,,,,,,
"Auckland, Motat Ews",7/11/2020,22,12.94,24,G,D,,,,,,
"Wellington, Kelburn Aws",7/11/2020,22,9.11,24,G,D,,,,,,
"Auckland, Motat Ews",8/11/2020,22,21.11,24,G,D,,,,,,
"Wellington, Kelburn Aws",8/11/2020,22,8.74,24,G,D,,,,,,
"Auckland, Motat Ews",9/11/2020,22,17.38,24,G,D,,,,,,
"Wellington, Kelburn Aws",9/11/2020,22,14.72,24,G,D,,,,,,
"Auckland, Motat Ews",10/11/2020,22,8.37,24,G,D,,,,,,
"Wellington, Kelburn Aws",10/11/2020,22,8.58,24,G,D,,,,,,
"Auckland, Motat Ews",11/11/2020,22,18.89,24,G,D,,,,,,
"Wellington, Kelburn Aws",11/11/2020,22,13.99,24,G,D,,,,,,
"Auckland, Motat Ews",12/11/2020,22,20.59,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/11/2020,22,22.77,24,G,D,,,,,,
"Auckland, Motat Ews",13/11/2020,22,22.55,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/11/2020,22,15.8,24,G,D,,,,,,
"Auckland, Motat Ews",14/11/2020,22,25.5,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/11/2020,22,27.55,24,G,D,,,,,,
"Auckland, Motat Ews",15/11/2020,22,14.84,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/11/2020,22,22.91,24,G,D,,,,,,
"Auckland, Motat Ews",16/11/2020,22,20.64,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/11/2020,22,11.4,24,G,D,,,,,,
"Auckland, Motat Ews",17/11/2020,22,20.87,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/11/2020,22,18.23,24,G,D,,,,,,
"Auckland, Motat Ews",18/11/2020,22,16.79,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/11/2020,22,6.5,24,G,D,,,,,,
"Auckland, Motat Ews",19/11/2020,22,26.29,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/11/2020,22,19.82,24,G,D,,,,,,
"Auckland, Motat Ews",20/11/2020,22,27.91,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/11/2020,22,25.29,24,G,D,,,,,,
"Auckland, Motat Ews",21/11/2020,22,18.24,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/11/2020,22,9.27,24,G,D,,,,,,
"Auckland, Motat Ews",22/11/2020,22,19.14,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/11/2020,22,19.94,24,G,D,,,,,,
"Auckland, Motat Ews",23/11/2020,22,18.67,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/11/2020,22,18.78,24,G,D,,,,,,
"Auckland, Motat Ews",24/11/2020,22,6.73,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/11/2020,22,18.86,24,G,D,,,,,,
"Auckland, Motat Ews",25/11/2020,22,18.84,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/11/2020,22,9.77,24,G,D,,,,,,
"Auckland, Motat Ews",26/11/2020,22,13.73,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/11/2020,22,14.65,24,G,D,,,,,,
"Auckland, Motat Ews",27/11/2020,22,26.42,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/11/2020,22,22.49,24,G,D,,,,,,
"Auckland, Motat Ews",28/11/2020,22,28.95,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/11/2020,22,21.82,24,G,D,,,,,,
"Auckland, Motat Ews",29/11/2020,22,13.58,24,G,D,,,,,,
"Wellington, Kelburn Aws",29/11/2020,22,23.67,24,G,D,,,,,,
"Auckland, Motat Ews",30/11/2020,22,7.6,24,G,D,,,,,,
"Wellington, Kelburn Aws",30/11/2020,22,4.97,24,G,D,,,,,,
"Auckland, Motat Ews",1/12/2020,22,21.12,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/12/2020,22,22.86,24,G,D,,,,,,
"Auckland, Motat Ews",2/12/2020,22,23.95,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/12/2020,22,15.37,24,G,D,,,,,,
"Auckland, Motat Ews",3/12/2020,22,17.05,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/12/2020,22,30.24,24,G,D,,,,,,
"Auckland, Motat Ews",4/12/2020,22,23.88,24,G,D,,,,,,
"Wellington, Kelburn Aws",4/12/2020,22,28.38,24,G,D,,,,,,
"Auckland, Motat Ews",5/12/2020,22,15.53,24,G,D,,,,,,
"Wellington, Kelburn Aws",5/12/2020,22,17.88,24,G,D,,,,,,
"Auckland, Motat Ews",6/12/2020,22,24.57,24,G,D,,,,,,
"Wellington, Kelburn Aws",6/12/2020,22,24.35,24,G,D,,,,,,
"Auckland, Motat Ews",7/12/2020,22,15.11,24,G,D,,,,,,
"Wellington, Kelburn Aws",7/12/2020,22,6.44,24,G,D,,,,,,
"Auckland, Motat Ews",8/12/2020,22,21,24,G,D,,,,,,
"Wellington, Kelburn Aws",8/12/2020,22,10.71,24,G,D,,,,,,
"Auckland, Motat Ews",9/12/2020,22,13.68,24,G,D,,,,,,
"Wellington, Kelburn Aws",9/12/2020,22,7.26,24,G,D,,,,,,
"Auckland, Motat Ews",10/12/2020,22,17.51,24,G,D,,,,,,
"Wellington, Kelburn Aws",10/12/2020,22,16.92,24,G,D,,,,,,
"Auckland, Motat Ews",11/12/2020,22,21.76,24,G,D,,,,,,
"Wellington, Kelburn Aws",11/12/2020,22,24,24,G,D,,,,,,
"Auckland, Motat Ews",12/12/2020,22,23.09,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/12/2020,22,30.68,24,G,D,,,,,,
"Auckland, Motat Ews",13/12/2020,22,20.65,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/12/2020,22,14.92,24,G,D,,,,,,
"Auckland, Motat Ews",14/12/2020,22,29.19,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/12/2020,22,18.99,24,G,D,,,,,,
"Auckland, Motat Ews",15/12/2020,22,29.77,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/12/2020,22,31.28,24,G,D,,,,,,
"Auckland, Motat Ews",16/12/2020,22,29.09,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/12/2020,22,16.64,24,G,D,,,,,,
"Auckland, Motat Ews",17/12/2020,22,25.41,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/12/2020,22,17.99,24,G,D,,,,,,
"Auckland, Motat Ews",18/12/2020,22,27.23,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/12/2020,22,26.84,24,G,D,,,,,,
"Auckland, Motat Ews",19/12/2020,22,21.01,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/12/2020,22,21.76,24,G,D,,,,,,
"Auckland, Motat Ews",20/12/2020,22,23.33,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/12/2020,22,21.43,24,G,D,,,,,,
"Auckland, Motat Ews",21/12/2020,22,23.35,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/12/2020,22,9.77,24,G,D,,,,,,
"Auckland, Motat Ews",22/12/2020,22,13.61,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/12/2020,22,9.58,24,G,D,,,,,,
"Auckland, Motat Ews",23/12/2020,22,9.61,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/12/2020,22,6.87,24,G,D,,,,,,
"Auckland, Motat Ews",24/12/2020,22,18.28,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/12/2020,22,22.14,24,G,D,,,,,,
"Auckland, Motat Ews",25/12/2020,22,19.47,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/12/2020,22,22.99,24,G,D,,,,,,
"Auckland, Motat Ews",26/12/2020,22,25.91,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/12/2020,22,10.35,24,G,D,,,,,,
"Auckland, Motat Ews",27/12/2020,22,26.51,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/12/2020,22,15.73,24,G,D,,,,,,
"Auckland, Motat Ews",28/12/2020,22,29.66,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/12/2020,22,23.42,24,G,D,,,,,,
"Auckland, Motat Ews",29/12/2020,22,20.12,24,G,D,,,,,,
"Wellington, Kelburn Aws",29/12/2020,22,27.93,24,G,D,,,,,,
"Auckland, Motat Ews",30/12/2020,22,26.29,24,G,D,,,,,,
"Wellington, Kelburn Aws",30/12/2020,22,28.09,24,G,D,,,,,,
"Auckland, Motat Ews",31/12/2020,22,24.19,24,G,D,,,,,,
"Wellington, Kelburn Aws",31/12/2020,22,27.99,24,G,D,,,,,,
"Auckland, Motat Ews",1/01/2021,22,27.84,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/01/2021,22,23.33,24,G,D,,,,,,
"Auckland, Motat Ews",2/01/2021,22,13.87,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/01/2021,22,15.11,24,G,D,,,,,,
"Auckland, Motat Ews",3/01/2021,22,10.94,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/01/2021,22,9.63,24,G,D,,,,,,
"Auckland, Motat Ews",4/01/2021,22,27.82,24,G,D,,,,,,
"Wellington, Kelburn Aws",4/01/2021,22,20.4,24,G,D,,,,,,
"Auckland, Motat Ews",5/01/2021,22,29.09,24,G,D,,,,,,
"Wellington, Kelburn Aws",5/01/2021,22,22.89,24,G,D,,,,,,
"Auckland, Motat Ews",6/01/2021,22,28.45,24,G,D,,,,,,
"Wellington, Kelburn Aws",6/01/2021,22,18.18,24,G,D,,,,,,
"Auckland, Motat Ews",7/01/2021,22,15.11,24,G,D,,,,,,
"Wellington, Kelburn Aws",7/01/2021,22,15.04,24,G,D,,,,,,
"Auckland, Motat Ews",8/01/2021,22,16.48,24,G,D,,,,,,
"Wellington, Kelburn Aws",8/01/2021,22,8.49,24,G,D,,,,,,
"Auckland, Motat Ews",9/01/2021,22,22.01,24,G,D,,,,,,
"Wellington, Kelburn Aws",9/01/2021,22,21.43,24,G,D,,,,,,
"Auckland, Motat Ews",10/01/2021,22,19.98,24,G,D,,,,,,
"Wellington, Kelburn Aws",10/01/2021,22,19.7,24,G,D,,,,,,
"Auckland, Motat Ews",11/01/2021,22,23.43,24,G,D,,,,,,
"Wellington, Kelburn Aws",11/01/2021,22,22.35,24,G,D,,,,,,
"Auckland, Motat Ews",12/01/2021,22,27.26,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/01/2021,22,24.84,24,G,D,,,,,,
"Auckland, Motat Ews",13/01/2021,22,25.6,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/01/2021,22,29.38,24,G,D,,,,,,
"Auckland, Motat Ews",14/01/2021,22,24.42,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/01/2021,22,29.94,24,G,D,,,,,,
"Auckland, Motat Ews",15/01/2021,22,28.17,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/01/2021,22,26.71,24,G,D,,,,,,
"Auckland, Motat Ews",16/01/2021,22,18.78,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/01/2021,22,17.5,24,G,D,,,,,,
"Auckland, Motat Ews",17/01/2021,22,15.57,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/01/2021,22,12.17,24,G,D,,,,,,
"Auckland, Motat Ews",18/01/2021,22,23.84,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/01/2021,22,30.09,24,G,D,,,,,,
"Auckland, Motat Ews",19/01/2021,22,19.72,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/01/2021,22,16.89,24,G,D,,,,,,
"Auckland, Motat Ews",20/01/2021,22,17.14,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/01/2021,22,27.78,24,G,D,,,,,,
"Auckland, Motat Ews",21/01/2021,22,24.52,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/01/2021,22,19.75,24,G,D,,,,,,
"Auckland, Motat Ews",22/01/2021,22,18.49,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/01/2021,22,26.08,24,G,D,,,,,,
"Auckland, Motat Ews",23/01/2021,22,18.96,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/01/2021,22,12.78,24,G,D,,,,,,
"Auckland, Motat Ews",24/01/2021,22,11.73,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/01/2021,22,24.03,24,G,D,,,,,,
"Auckland, Motat Ews",25/01/2021,22,26.88,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/01/2021,22,27.57,24,G,D,,,,,,
"Auckland, Motat Ews",26/01/2021,22,16.2,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/01/2021,22,27.52,24,G,D,,,,,,
"Auckland, Motat Ews",27/01/2021,22,22,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/01/2021,22,26.24,24,G,D,,,,,,
"Auckland, Motat Ews",28/01/2021,22,18.68,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/01/2021,22,10.89,24,G,D,,,,,,
"Auckland, Motat Ews",29/01/2021,22,23.63,24,G,D,,,,,,
"Wellington, Kelburn Aws",29/01/2021,22,22.97,24,G,D,,,,,,
"Auckland, Motat Ews",30/01/2021,22,26.81,24,G,D,,,,,,
"Wellington, Kelburn Aws",30/01/2021,22,25.07,24,G,D,,,,,,
"Auckland, Motat Ews",31/01/2021,22,22.71,24,G,D,,,,,,
"Wellington, Kelburn Aws",31/01/2021,22,28.89,24,G,D,,,,,,
"Auckland, Motat Ews",1/02/2021,22,25.29,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/02/2021,22,29.14,24,G,D,,,,,,
"Auckland, Motat Ews",2/02/2021,22,20.24,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/02/2021,22,28.05,24,G,D,,,,,,
"Auckland, Motat Ews",3/02/2021,22,25.27,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/02/2021,22,27.83,24,G,D,,,,,,
"Auckland, Motat Ews",4/02/2021,22,26.44,24,G,D,,,,,,
"Wellington, Kelburn Aws",4/02/2021,22,21.92,24,G,D,,,,,,
"Auckland, Motat Ews",5/02/2021,22,23.29,24,G,D,,,,,,
"Wellington, Kelburn Aws",5/02/2021,22,14.38,24,G,D,,,,,,
"Auckland, Motat Ews",6/02/2021,22,22.46,24,G,D,,,,,,
"Wellington, Kelburn Aws",6/02/2021,22,16.02,24,G,D,,,,,,
"Auckland, Motat Ews",7/02/2021,22,24.06,24,G,D,,,,,,
"Wellington, Kelburn Aws",7/02/2021,22,26.46,24,G,D,,,,,,
"Auckland, Motat Ews",8/02/2021,22,24.63,24,G,D,,,,,,
"Wellington, Kelburn Aws",8/02/2021,22,17.72,24,G,D,,,,,,
"Auckland, Motat Ews",9/02/2021,22,10.02,24,G,D,,,,,,
"Wellington, Kelburn Aws",9/02/2021,22,16.31,24,G,D,,,,,,
"Auckland, Motat Ews",10/02/2021,22,5.18,24,G,D,,,,,,
"Wellington, Kelburn Aws",10/02/2021,22,21.34,24,G,D,,,,,,
"Auckland, Motat Ews",11/02/2021,22,18.5,24,G,D,,,,,,
"Wellington, Kelburn Aws",11/02/2021,22,27.25,24,G,D,,,,,,
"Auckland, Motat Ews",12/02/2021,22,25.35,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/02/2021,22,18.61,24,G,D,,,,,,
"Auckland, Motat Ews",13/02/2021,22,25.2,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/02/2021,22,24.49,24,G,D,,,,,,
"Auckland, Motat Ews",14/02/2021,22,18.03,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/02/2021,22,17.5,24,G,D,,,,,,
"Auckland, Motat Ews",15/02/2021,22,6.85,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/02/2021,22,9.21,24,G,D,,,,,,
"Auckland, Motat Ews",16/02/2021,22,7.74,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/02/2021,22,9.94,24,G,D,,,,,,
"Auckland, Motat Ews",17/02/2021,22,21.77,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/02/2021,22,20.77,24,G,D,,,,,,
"Auckland, Motat Ews",18/02/2021,22,22.94,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/02/2021,22,26.06,24,G,D,,,,,,
"Auckland, Motat Ews",19/02/2021,22,20.35,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/02/2021,22,25.31,24,G,D,,,,,,
"Auckland, Motat Ews",20/02/2021,22,23.82,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/02/2021,22,17.22,24,G,D,,,,,,
"Auckland, Motat Ews",21/02/2021,22,22.92,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/02/2021,22,17.81,24,G,D,,,,,,
"Auckland, Motat Ews",22/02/2021,22,21.92,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/02/2021,22,24.09,24,G,D,,,,,,
"Auckland, Motat Ews",23/02/2021,22,21.22,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/02/2021,22,23.54,24,G,D,,,,,,
"Auckland, Motat Ews",24/02/2021,22,22.22,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/02/2021,22,19.25,24,G,D,,,,,,
"Auckland, Motat Ews",25/02/2021,22,23.41,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/02/2021,22,4.4,24,G,D,,,,,,
"Auckland, Motat Ews",26/02/2021,22,16.52,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/02/2021,22,20.98,24,G,D,,,,,,
"Auckland, Motat Ews",27/02/2021,22,18.36,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/02/2021,22,22.51,24,G,D,,,,,,
"Auckland, Motat Ews",28/02/2021,22,21.35,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/02/2021,22,18.85,24,G,D,,,,,,
"Auckland, Motat Ews",1/03/2021,22,17.17,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/03/2021,22,16.53,24,G,D,,,,,,
"Auckland, Motat Ews",2/03/2021,22,15.64,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/03/2021,22,17.17,24,G,D,,,,,,
"Auckland, Motat Ews",3/03/2021,22,8.69,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/03/2021,22,13.16,24,G,D,,,,,,
"Auckland, Motat Ews",4/03/2021,22,10.01,24,G,D,,,,,,
"Wellington, Kelburn Aws",4/03/2021,22,19.74,24,G,D,,,,,,
"Auckland, Motat Ews",5/03/2021,22,15.83,24,G,D,,,,,,
"Wellington, Kelburn Aws",5/03/2021,22,23.31,24,G,D,,,,,,
"Auckland, Motat Ews",6/03/2021,22,12.63,24,G,D,,,,,,
"Wellington, Kelburn Aws",6/03/2021,22,15.45,24,G,D,,,,,,
"Auckland, Motat Ews",7/03/2021,22,18.76,24,G,D,,,,,,
"Wellington, Kelburn Aws",7/03/2021,22,22.04,24,G,D,,,,,,
"Auckland, Motat Ews",8/03/2021,22,15.68,24,G,D,,,,,,
"Wellington, Kelburn Aws",8/03/2021,22,16.65,24,G,D,,,,,,
"Auckland, Motat Ews",9/03/2021,22,9.39,24,G,D,,,,,,
"Wellington, Kelburn Aws",9/03/2021,22,20.77,24,G,D,,,,,,
"Auckland, Motat Ews",10/03/2021,22,10.58,24,G,D,,,,,,
"Wellington, Kelburn Aws",10/03/2021,22,7.28,24,G,D,,,,,,
"Auckland, Motat Ews",11/03/2021,22,14.28,24,G,D,,,,,,
"Wellington, Kelburn Aws",11/03/2021,22,8.05,24,G,D,,,,,,
"Auckland, Motat Ews",12/03/2021,22,20.67,24,G,D,,,,,,
"Wellington, Kelburn Aws",12/03/2021,22,15.25,24,G,D,,,,,,
"Auckland, Motat Ews",13/03/2021,22,21.24,24,G,D,,,,,,
"Wellington, Kelburn Aws",13/03/2021,22,18.97,24,G,D,,,,,,
"Auckland, Motat Ews",14/03/2021,22,15.83,24,G,D,,,,,,
"Wellington, Kelburn Aws",14/03/2021,22,18.5,24,G,D,,,,,,
"Auckland, Motat Ews",15/03/2021,22,18.81,24,G,D,,,,,,
"Wellington, Kelburn Aws",15/03/2021,22,12.95,24,G,D,,,,,,
"Auckland, Motat Ews",16/03/2021,22,9.98,24,G,D,,,,,,
"Wellington, Kelburn Aws",16/03/2021,22,7.89,24,G,D,,,,,,
"Auckland, Motat Ews",17/03/2021,22,16.22,24,G,D,,,,,,
"Wellington, Kelburn Aws",17/03/2021,22,20.55,24,G,D,,,,,,
"Auckland, Motat Ews",18/03/2021,22,11.42,24,G,D,,,,,,
"Wellington, Kelburn Aws",18/03/2021,22,20.66,24,G,D,,,,,,
"Auckland, Motat Ews",19/03/2021,22,10.73,24,G,D,,,,,,
"Wellington, Kelburn Aws",19/03/2021,22,20.44,24,G,D,,,,,,
"Auckland, Motat Ews",20/03/2021,22,14.91,24,G,D,,,,,,
"Wellington, Kelburn Aws",20/03/2021,22,15.55,24,G,D,,,,,,
"Auckland, Motat Ews",21/03/2021,22,13.4,24,G,D,,,,,,
"Wellington, Kelburn Aws",21/03/2021,22,13.14,24,G,D,,,,,,
"Auckland, Motat Ews",22/03/2021,22,18.48,24,G,D,,,,,,
"Wellington, Kelburn Aws",22/03/2021,22,11.74,24,G,D,,,,,,
"Auckland, Motat Ews",23/03/2021,22,19.58,24,G,D,,,,,,
"Wellington, Kelburn Aws",23/03/2021,22,14.89,24,G,D,,,,,,
"Auckland, Motat Ews",24/03/2021,22,18.79,24,G,D,,,,,,
"Wellington, Kelburn Aws",24/03/2021,22,18.74,24,G,D,,,,,,
"Auckland, Motat Ews",25/03/2021,22,17.9,24,G,D,,,,,,
"Wellington, Kelburn Aws",25/03/2021,22,18.5,24,G,D,,,,,,
"Auckland, Motat Ews",26/03/2021,22,16.45,24,G,D,,,,,,
"Wellington, Kelburn Aws",26/03/2021,22,18,24,G,D,,,,,,
"Auckland, Motat Ews",27/03/2021,22,13.22,24,G,D,,,,,,
"Wellington, Kelburn Aws",27/03/2021,22,15.12,24,G,D,,,,,,
"Auckland, Motat Ews",28/03/2021,22,9.56,24,G,D,,,,,,
"Wellington, Kelburn Aws",28/03/2021,22,6.87,24,G,D,,,,,,
"Auckland, Motat Ews",29/03/2021,22,8.54,24,G,D,,,,,,
"Wellington, Kelburn Aws",29/03/2021,22,5.4,24,G,D,,,,,,
"Auckland, Motat Ews",30/03/2021,22,5.94,24,G,D,,,,,,
"Wellington, Kelburn Aws",30/03/2021,22,3.19,24,G,D,,,,,,
"Auckland, Motat Ews",31/03/2021,22,9.98,24,G,D,,,,,,
"Wellington, Kelburn Aws",31/03/2021,22,5.25,24,G,D,,,,,,
"Auckland, Motat Ews",1/04/2021,22,5.31,24,G,D,,,,,,
"Wellington, Kelburn Aws",1/04/2021,22,13.99,24,G,D,,,,,,
"Auckland, Motat Ews",2/04/2021,22,15.27,24,G,D,,,,,,
"Wellington, Kelburn Aws",2/04/2021,22,4.43,24,G,D,,,,,,
"Auckland, Motat Ews",3/04/2021,22,16.53,24,G,D,,,,,,
"Wellington, Kelburn Aws",3/04/2021,22,16.11,24,G,D,,,,,,
