Station information:,,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,,
"Auckland, Motat Ews",41351,A6487G,-36.86297,174.71185,16,H,Niwa,,,,,
"Wellington, Kelburn Aws",25354,E1427P,-41.28445,174.76794,125,H,Metservice,,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,,
,,,,,,,,,,,,
Surface Wind: Wind Run (Km),,,,,,,,,,,,
Station,Date(NZST),Time(NZST),Dir(DegT),WindRUN(km),Dir StdDev,Spd StdDev,Period(Hrs),Freq,,,,
"Auckland, Motat Ews",26/02/2018,8,0,-,29.3,0,24,D,,,,
"Wellington, Kelburn Aws",26/02/2018,8,9,-,41.5,0,24,D,,,,
"Auckland, Motat Ews",27/02/2018,8,0,-,32.7,0,24,D,,,,
"Wellington, Kelburn Aws",27/02/2018,8,8.8,-,37.3,0,24,D,,,,
"Auckland, Motat Ews",28/02/2018,8,0,-,36.2,0,24,D,,,,
"Wellington, Kelburn Aws",28/02/2018,8,9.4,-,32.4,0,24,D,,,,
"Auckland, Motat Ews",1/03/2018,8,0.2,-,39.5,0,24,D,,,,
"Wellington, Kelburn Aws",1/03/2018,8,0.2,-,36.7,0,24,D,,,,
"Auckland, Motat Ews",2/03/2018,8,1.2,-,41.6,0,24,D,,,,
"Wellington, Kelburn Aws",2/03/2018,8,0,-,39.6,0,24,D,,,,
"Auckland, Motat Ews",3/03/2018,8,0.4,-,44.6,0,24,D,,,,
"Wellington, Kelburn Aws",3/03/2018,8,0,-,42.6,0,24,D,,,,
"Auckland, Motat Ews",4/03/2018,8,0,-,47.9,0,24,D,,,,
"Wellington, Kelburn Aws",4/03/2018,8,0,-,45.6,0,24,D,,,,
"Auckland, Motat Ews",5/03/2018,8,0,-,51.2,0,24,D,,,,
"Wellington, Kelburn Aws",5/03/2018,8,0,-,48.6,0,24,D,,,,
"Auckland, Motat Ews",6/03/2018,8,0,-,54.6,0,24,D,,,,
"Wellington, Kelburn Aws",6/03/2018,8,0,-,51.6,0,24,D,,,,
"Auckland, Motat Ews",7/03/2018,8,0,-,57.9,0,24,D,,,,
"Wellington, Kelburn Aws",7/03/2018,8,12.2,-,42.3,0,24,D,,,,
"Auckland, Motat Ews",8/03/2018,8,4.2,-,57,0,24,D,,,,
"Wellington, Kelburn Aws",8/03/2018,8,24.8,-,20.5,0,24,D,,,,
"Auckland, Motat Ews",9/03/2018,8,5,-,55.4,0,24,D,,,,
"Wellington, Kelburn Aws",9/03/2018,8,0.2,-,23.3,0,24,D,,,,
"Auckland, Motat Ews",10/03/2018,8,0,-,58.7,0,24,D,,,,
"Wellington, Kelburn Aws",10/03/2018,8,0.6,-,25.7,0,24,D,,,,
"Auckland, Motat Ews",11/03/2018,8,0,-,62.1,0,24,D,,,,
"Wellington, Kelburn Aws",11/03/2018,8,0,-,28.6,0,24,D,,,,
"Auckland, Motat Ews",12/03/2018,8,0,-,65.4,0,24,D,,,,
"Wellington, Kelburn Aws",12/03/2018,8,0,-,31.6,0,24,D,,,,
"Auckland, Motat Ews",13/03/2018,8,13.2,-,55.5,0,24,D,,,,
"Wellington, Kelburn Aws",13/03/2018,8,0,-,34.6,0,24,D,,,,
"Auckland, Motat Ews",14/03/2018,8,3,-,55.9,0,24,D,,,,
"Wellington, Kelburn Aws",14/03/2018,8,0,-,37.6,0,24,D,,,,
"Auckland, Motat Ews",15/03/2018,8,0,-,59.2,0,24,D,,,,
"Wellington, Kelburn Aws",15/03/2018,8,0,-,40.6,0,24,D,,,,
"Auckland, Motat Ews",16/03/2018,8,0,-,62.5,0,24,D,,,,
"Wellington, Kelburn Aws",16/03/2018,8,0,-,43.5,0,24,D,,,,
"Auckland, Motat Ews",17/03/2018,8,0,-,65.9,0,24,D,,,,
"Wellington, Kelburn Aws",17/03/2018,8,0,-,46.5,0,24,D,,,,
"Auckland, Motat Ews",18/03/2018,8,0,-,69.2,0,24,D,,,,
"Wellington, Kelburn Aws",18/03/2018,8,0,-,49.5,0,24,D,,,,
"Auckland, Motat Ews",19/03/2018,8,0,-,72.5,0,24,D,,,,
"Wellington, Kelburn Aws",19/03/2018,8,0,-,52.5,0,24,D,,,,
"Auckland, Motat Ews",20/03/2018,8,1,-,74.9,0,24,D,,,,
"Wellington, Kelburn Aws",20/03/2018,8,0,-,55.4,0,24,D,,,,
"Auckland, Motat Ews",21/03/2018,8,0.8,-,77.4,0,24,D,,,,
"Wellington, Kelburn Aws",21/03/2018,8,0,-,58.4,0,24,D,,,,
"Auckland, Motat Ews",22/03/2018,8,0.8,-,79.8,0,24,D,,,,
"Wellington, Kelburn Aws",22/03/2018,8,10.2,-,51.2,0,24,D,,,,
"Auckland, Motat Ews",23/03/2018,8,0.4,-,82.6,0,24,D,,,,
"Wellington, Kelburn Aws",23/03/2018,8,37.2,-,17,0,24,D,,,,
"Auckland, Motat Ews",24/03/2018,8,24,-,61.6,0,24,D,,,,
"Wellington, Kelburn Aws",24/03/2018,8,2.6,-,17.3,0,24,D,,,,
"Auckland, Motat Ews",25/03/2018,8,10.4,-,54.5,0,24,D,,,,
"Auckland, Motat Ews",26/03/2018,8,0,-,57.8,0,24,D,,,,
"Wellington, Kelburn Aws",26/03/2018,8,0,-,23.3,0,24,D,,,,
"Auckland, Motat Ews",27/03/2018,8,0,-,61.2,0,24,D,,,,
"Wellington, Kelburn Aws",27/03/2018,8,0.8,-,25.5,0,24,D,,,,
"Auckland, Motat Ews",28/03/2018,8,0,-,64.5,0,24,D,,,,
"Wellington, Kelburn Aws",28/03/2018,8,4,-,24.5,0,24,D,,,,
"Auckland, Motat Ews",29/03/2018,8,0,-,67.8,0,24,D,,,,
"Wellington, Kelburn Aws",29/03/2018,8,0,-,27.4,0,24,D,,,,
"Auckland, Motat Ews",30/03/2018,8,0.6,-,70.6,0,24,D,,,,
"Wellington, Kelburn Aws",30/03/2018,8,0,-,30.4,0,24,D,,,,
"Auckland, Motat Ews",31/03/2018,8,0.6,-,73.3,0,24,D,,,,
"Wellington, Kelburn Aws",31/03/2018,8,0.2,-,33.2,0,24,D,,,,
"Auckland, Motat Ews",1/04/2018,9,0.4,-,76.2,0,24,D,,,,
"Wellington, Kelburn Aws",1/04/2018,9,0,-,36.2,0,24,D,,,,
"Auckland, Motat Ews",2/04/2018,9,0,-,78.5,0,24,D,,,,
"Wellington, Kelburn Aws",2/04/2018,9,0,-,38.2,0,24,D,,,,
"Auckland, Motat Ews",3/04/2018,9,0,-,80.7,0,24,D,,,,
"Wellington, Kelburn Aws",3/04/2018,9,0,-,40.2,0,24,D,,,,
"Auckland, Motat Ews",4/04/2018,9,0,-,82.8,0,24,D,,,,
"Wellington, Kelburn Aws",4/04/2018,9,0,-,42.2,0,24,D,,,,
"Auckland, Motat Ews",5/04/2018,9,1.6,-,83.3,0,24,D,,,,
"Wellington, Kelburn Aws",5/04/2018,9,0,-,44.2,0,24,D,,,,
"Auckland, Motat Ews",6/04/2018,9,0,-,85.3,0,24,D,,,,
"Wellington, Kelburn Aws",6/04/2018,9,0,-,46.2,0,24,D,,,,
"Auckland, Motat Ews",7/04/2018,9,0,-,87.3,0,24,D,,,,
"Wellington, Kelburn Aws",7/04/2018,9,0,-,48.2,0,24,D,,,,
"Auckland, Motat Ews",8/04/2018,9,0.2,-,89,0,24,D,,,,
"Wellington, Kelburn Aws",8/04/2018,9,0,-,50.3,0,24,D,,,,
"Auckland, Motat Ews",9/04/2018,9,0,-,90.9,0,24,D,,,,
"Wellington, Kelburn Aws",9/04/2018,9,0.2,-,52.1,0,24,D,,,,
"Auckland, Motat Ews",10/04/2018,9,6.6,-,86.1,0,24,D,,,,
"Wellington, Kelburn Aws",10/04/2018,9,42.6,-,11.5,0,24,D,,,,
"Auckland, Motat Ews",11/04/2018,9,21.8,-,66.3,0,24,D,,,,
"Wellington, Kelburn Aws",11/04/2018,9,18.2,-,0,4.7,24,D,,,,
"Auckland, Motat Ews",12/04/2018,9,5,-,63.6,0,24,D,,,,
"Wellington, Kelburn Aws",12/04/2018,9,13.2,-,0,11.2,24,D,,,,
"Auckland, Motat Ews",13/04/2018,9,3.8,-,62.1,0,24,D,,,,
"Wellington, Kelburn Aws",13/04/2018,9,0.6,-,1.4,0,24,D,,,,
"Auckland, Motat Ews",14/04/2018,9,28.2,-,36.2,0,24,D,,,,
"Wellington, Kelburn Aws",14/04/2018,9,0,-,3.4,0,24,D,,,,
"Auckland, Motat Ews",15/04/2018,9,10.4,-,28.1,0,24,D,,,,
"Wellington, Kelburn Aws",15/04/2018,9,0,-,5.4,0,24,D,,,,
"Auckland, Motat Ews",16/04/2018,9,2.8,-,27.6,0,24,D,,,,
"Wellington, Kelburn Aws",16/04/2018,9,16.8,-,0,9.3,24,D,,,,
"Auckland, Motat Ews",17/04/2018,9,3,-,26.9,0,24,D,,,,
"Wellington, Kelburn Aws",17/04/2018,9,0.6,-,1.4,0,24,D,,,,
"Auckland, Motat Ews",18/04/2018,9,2.8,-,26.4,0,24,D,,,,
"Wellington, Kelburn Aws",18/04/2018,9,0,-,3.4,0,24,D,,,,
"Auckland, Motat Ews",19/04/2018,9,1,-,27.7,0,24,D,,,,
"Wellington, Kelburn Aws",19/04/2018,9,0.8,-,4.6,0,24,D,,,,
"Auckland, Motat Ews",20/04/2018,9,0,-,30,0,24,D,,,,
"Wellington, Kelburn Aws",20/04/2018,9,0,-,6.7,0,24,D,,,,
"Auckland, Motat Ews",21/04/2018,9,0.6,-,31.7,0,24,D,,,,
"Wellington, Kelburn Aws",21/04/2018,9,0,-,8.7,0,24,D,,,,
"Auckland, Motat Ews",22/04/2018,9,2.4,-,31.6,0,24,D,,,,
"Wellington, Kelburn Aws",22/04/2018,9,5,-,5.7,0,24,D,,,,
"Auckland, Motat Ews",23/04/2018,9,0,-,33.9,0,24,D,,,,
"Wellington, Kelburn Aws",23/04/2018,9,0,-,7.7,0,24,D,,,,
"Auckland, Motat Ews",24/04/2018,9,0,-,36.2,0,24,D,,,,
"Wellington, Kelburn Aws",24/04/2018,9,0,-,9.7,0,24,D,,,,
"Auckland, Motat Ews",25/04/2018,9,0.2,-,38.3,0,24,D,,,,
"Wellington, Kelburn Aws",25/04/2018,9,0,-,11.7,0,24,D,,,,
"Auckland, Motat Ews",26/04/2018,9,0,-,40.6,0,24,D,,,,
"Wellington, Kelburn Aws",26/04/2018,9,0,-,13.7,0,24,D,,,,
"Auckland, Motat Ews",27/04/2018,9,0,-,42.9,0,24,D,,,,
"Wellington, Kelburn Aws",27/04/2018,9,0,-,15.7,0,24,D,,,,
"Auckland, Motat Ews",28/04/2018,9,1,-,44.2,0,24,D,,,,
"Wellington, Kelburn Aws",28/04/2018,9,0.2,-,17.6,0,24,D,,,,
"Auckland, Motat Ews",29/04/2018,9,25.4,-,21.1,0,24,D,,,,
"Wellington, Kelburn Aws",29/04/2018,9,8.4,-,11.2,0,24,D,,,,
"Auckland, Motat Ews",30/04/2018,9,0,-,23.4,0,24,D,,,,
"Wellington, Kelburn Aws",30/04/2018,9,1.2,-,12,0,24,D,,,,
"Auckland, Motat Ews",1/05/2018,9,1.2,-,24.5,0,24,D,,,,
"Wellington, Kelburn Aws",1/05/2018,9,9.6,-,4.4,0,24,D,,,,
"Auckland, Motat Ews",2/05/2018,9,0,-,25.6,0,24,D,,,,
"Wellington, Kelburn Aws",2/05/2018,9,0.2,-,5.4,0,24,D,,,,
"Auckland, Motat Ews",3/05/2018,9,0,-,26.8,0,24,D,,,,
"Wellington, Kelburn Aws",3/05/2018,9,0,-,6.7,0,24,D,,,,
"Auckland, Motat Ews",4/05/2018,9,0,-,27.9,0,24,D,,,,
"Wellington, Kelburn Aws",4/05/2018,9,0,-,7.9,0,24,D,,,,
"Auckland, Motat Ews",5/05/2018,9,0,-,29.1,0,24,D,,,,
"Wellington, Kelburn Aws",5/05/2018,9,0,-,9.1,0,24,D,,,,
"Auckland, Motat Ews",6/05/2018,9,1,-,29.2,0,24,D,,,,
"Wellington, Kelburn Aws",6/05/2018,9,6.6,-,3.8,0,24,D,,,,
"Auckland, Motat Ews",7/05/2018,9,0.4,-,30,0,24,D,,,,
"Wellington, Kelburn Aws",7/05/2018,9,0,-,5,0,24,D,,,,
"Auckland, Motat Ews",8/05/2018,9,0,-,31.1,0,24,D,,,,
"Wellington, Kelburn Aws",8/05/2018,9,0,-,6.2,0,24,D,,,,
"Auckland, Motat Ews",9/05/2018,9,0,-,32.3,0,24,D,,,,
"Wellington, Kelburn Aws",9/05/2018,9,0,-,7.5,0,24,D,,,,
"Auckland, Motat Ews",10/05/2018,9,0,-,33.4,0,24,D,,,,
"Wellington, Kelburn Aws",10/05/2018,9,0,-,8.7,0,24,D,,,,
"Auckland, Motat Ews",11/05/2018,9,0,-,34.6,0,24,D,,,,
"Wellington, Kelburn Aws",11/05/2018,9,0,-,9.9,0,24,D,,,,
"Auckland, Motat Ews",12/05/2018,9,4,-,31.7,0,24,D,,,,
"Wellington, Kelburn Aws",12/05/2018,9,3,-,8.2,0,24,D,,,,
"Auckland, Motat Ews",13/05/2018,9,20.4,-,12.5,0,24,D,,,,
"Wellington, Kelburn Aws",13/05/2018,9,18.2,-,0,8.8,24,D,,,,
"Auckland, Motat Ews",14/05/2018,9,3.6,-,10,0,24,D,,,,
"Wellington, Kelburn Aws",14/05/2018,9,8.6,-,0,7.4,24,D,,,,
"Auckland, Motat Ews",15/05/2018,9,0,-,11.2,0,24,D,,,,
"Wellington, Kelburn Aws",15/05/2018,9,6.4,-,0,5.2,24,D,,,,
"Auckland, Motat Ews",16/05/2018,9,0,-,12.3,0,24,D,,,,
"Wellington, Kelburn Aws",16/05/2018,9,9.4,-,0,8.2,24,D,,,,
"Auckland, Motat Ews",17/05/2018,9,4.4,-,9,0,24,D,,,,
"Wellington, Kelburn Aws",17/05/2018,9,7.4,-,0,6.2,24,D,,,,
"Auckland, Motat Ews",18/05/2018,9,0.6,-,9.6,0,24,D,,,,
"Wellington, Kelburn Aws",18/05/2018,9,0,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",19/05/2018,9,0,-,10.7,0,24,D,,,,
"Wellington, Kelburn Aws",19/05/2018,9,6.2,-,0,3.7,24,D,,,,
"Auckland, Motat Ews",20/05/2018,9,18.4,-,0,6.5,24,D,,,,
"Wellington, Kelburn Aws",20/05/2018,9,0,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",21/05/2018,9,8.2,-,0,7.1,24,D,,,,
"Wellington, Kelburn Aws",21/05/2018,9,0.4,-,2.1,0,24,D,,,,
"Auckland, Motat Ews",22/05/2018,9,5.2,-,0,4.1,24,D,,,,
"Wellington, Kelburn Aws",22/05/2018,9,0,-,3.3,0,24,D,,,,
"Auckland, Motat Ews",23/05/2018,9,21.6,-,0,20.5,24,D,,,,
"Wellington, Kelburn Aws",23/05/2018,9,17.2,-,0,12.7,24,D,,,,
"Auckland, Motat Ews",24/05/2018,9,9.8,-,0,8.7,24,D,,,,
"Wellington, Kelburn Aws",24/05/2018,9,3,-,0,1.8,24,D,,,,
"Auckland, Motat Ews",25/05/2018,9,16.2,-,0,15.1,24,D,,,,
"Wellington, Kelburn Aws",25/05/2018,9,0,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",26/05/2018,9,10.6,-,0,9.5,24,D,,,,
"Wellington, Kelburn Aws",26/05/2018,9,0.6,-,1.9,0,24,D,,,,
"Auckland, Motat Ews",27/05/2018,9,2.4,-,0,1.3,24,D,,,,
"Wellington, Kelburn Aws",27/05/2018,9,4.8,-,0,1.7,24,D,,,,
"Auckland, Motat Ews",28/05/2018,9,4.4,-,0,3.3,24,D,,,,
"Wellington, Kelburn Aws",28/05/2018,9,20,-,0,18.8,24,D,,,,
"Auckland, Motat Ews",29/05/2018,9,0,-,1.1,0,24,D,,,,
"Wellington, Kelburn Aws",29/05/2018,9,8.8,-,0,7.6,24,D,,,,
"Auckland, Motat Ews",30/05/2018,9,0,-,2.3,0,24,D,,,,
"Wellington, Kelburn Aws",30/05/2018,9,3,-,0,1.8,24,D,,,,
"Auckland, Motat Ews",31/05/2018,9,0,-,3.4,0,24,D,,,,
"Wellington, Kelburn Aws",31/05/2018,9,0,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",1/06/2018,9,0,-,4.6,0,24,D,,,,
"Wellington, Kelburn Aws",1/06/2018,9,1,-,1.5,0,24,D,,,,
"Auckland, Motat Ews",2/06/2018,9,0,-,5.3,0,24,D,,,,
"Wellington, Kelburn Aws",2/06/2018,9,10.2,-,0,8.2,24,D,,,,
"Auckland, Motat Ews",3/06/2018,9,10.8,-,0,4.9,24,D,,,,
"Wellington, Kelburn Aws",3/06/2018,9,0,-,0.6,0,24,D,,,,
"Auckland, Motat Ews",4/06/2018,9,30.2,-,0,29.5,24,D,,,,
"Wellington, Kelburn Aws",4/06/2018,9,1,-,0.1,0,24,D,,,,
"Auckland, Motat Ews",5/06/2018,9,27.4,-,0,26.7,24,D,,,,
"Wellington, Kelburn Aws",5/06/2018,9,2.4,-,0,1.7,24,D,,,,
"Auckland, Motat Ews",6/06/2018,9,0.4,-,0.3,0,24,D,,,,
"Wellington, Kelburn Aws",6/06/2018,9,2.4,-,0,1.8,24,D,,,,
"Auckland, Motat Ews",7/06/2018,9,8.2,-,0,7.3,24,D,,,,
"Wellington, Kelburn Aws",7/06/2018,9,6.6,-,0,6,24,D,,,,
"Auckland, Motat Ews",8/06/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",8/06/2018,9,12,-,0,11.4,24,D,,,,
"Auckland, Motat Ews",9/06/2018,9,0,-,1.3,0,24,D,,,,
"Wellington, Kelburn Aws",9/06/2018,9,0.4,-,0.2,0,24,D,,,,
"Auckland, Motat Ews",10/06/2018,9,0,-,2,0,24,D,,,,
"Wellington, Kelburn Aws",10/06/2018,9,0.2,-,0.5,0,24,D,,,,
"Auckland, Motat Ews",11/06/2018,9,0,-,2.7,0,24,D,,,,
"Wellington, Kelburn Aws",11/06/2018,9,0,-,1.1,0,24,D,,,,
"Auckland, Motat Ews",12/06/2018,9,28.4,-,0,25.1,24,D,,,,
"Wellington, Kelburn Aws",12/06/2018,9,8.2,-,0,6.6,24,D,,,,
"Auckland, Motat Ews",13/06/2018,9,3.6,-,0,2.9,24,D,,,,
"Wellington, Kelburn Aws",13/06/2018,9,12.4,-,0,11.8,24,D,,,,
"Auckland, Motat Ews",14/06/2018,9,0.6,-,0.1,0,24,D,,,,
"Wellington, Kelburn Aws",14/06/2018,9,18.8,-,0,18.2,24,D,,,,
"Auckland, Motat Ews",15/06/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",15/06/2018,9,0,-,0.6,0,24,D,,,,
"Auckland, Motat Ews",16/06/2018,9,3,-,0,1.6,24,D,,,,
"Wellington, Kelburn Aws",16/06/2018,9,0,-,1.1,0,24,D,,,,
"Auckland, Motat Ews",17/06/2018,9,2.6,-,0,1.9,24,D,,,,
"Wellington, Kelburn Aws",17/06/2018,9,11.8,-,0,10.1,24,D,,,,
"Auckland, Motat Ews",18/06/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",18/06/2018,9,0.8,-,0,0.2,24,D,,,,
"Auckland, Motat Ews",19/06/2018,9,4,-,0,2.7,24,D,,,,
"Wellington, Kelburn Aws",19/06/2018,9,34,-,0,33.4,24,D,,,,
"Auckland, Motat Ews",20/06/2018,9,0.2,-,0.5,0,24,D,,,,
"Wellington, Kelburn Aws",20/06/2018,9,3.4,-,0,2.8,24,D,,,,
"Auckland, Motat Ews",21/06/2018,9,13.2,-,0,12.1,24,D,,,,
"Wellington, Kelburn Aws",21/06/2018,9,0,-,0.6,0,24,D,,,,
"Auckland, Motat Ews",22/06/2018,9,2.2,-,0,1.5,24,D,,,,
"Wellington, Kelburn Aws",22/06/2018,9,0,-,1.1,0,24,D,,,,
"Auckland, Motat Ews",23/06/2018,9,0.2,-,0.5,0,24,D,,,,
"Wellington, Kelburn Aws",23/06/2018,9,0,-,1.7,0,24,D,,,,
"Auckland, Motat Ews",24/06/2018,9,2.6,-,0,1.5,24,D,,,,
"Wellington, Kelburn Aws",24/06/2018,9,0,-,2.2,0,24,D,,,,
"Auckland, Motat Ews",25/06/2018,9,25.6,-,0,24.9,24,D,,,,
"Wellington, Kelburn Aws",25/06/2018,9,0.6,-,2.2,0,24,D,,,,
"Auckland, Motat Ews",26/06/2018,9,6.2,-,0,5.5,24,D,,,,
"Wellington, Kelburn Aws",26/06/2018,9,0,-,2.7,0,24,D,,,,
"Auckland, Motat Ews",27/06/2018,9,13,-,0,12.3,24,D,,,,
"Wellington, Kelburn Aws",27/06/2018,9,0,-,3.3,0,24,D,,,,
"Auckland, Motat Ews",28/06/2018,9,0.2,-,0.5,0,24,D,,,,
"Wellington, Kelburn Aws",28/06/2018,9,0,-,3.8,0,24,D,,,,
"Auckland, Motat Ews",29/06/2018,9,2.2,-,0,1.1,24,D,,,,
"Wellington, Kelburn Aws",29/06/2018,9,0,-,4.4,0,24,D,,,,
"Auckland, Motat Ews",30/06/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",30/06/2018,9,0.2,-,4.7,0,24,D,,,,
"Auckland, Motat Ews",1/07/2018,9,0,-,1.3,0,24,D,,,,
"Wellington, Kelburn Aws",1/07/2018,9,3,-,2.3,0,24,D,,,,
"Auckland, Motat Ews",2/07/2018,9,6.2,-,0,4.2,24,D,,,,
"Wellington, Kelburn Aws",2/07/2018,9,22.4,-,0,19.3,24,D,,,,
"Auckland, Motat Ews",3/07/2018,9,1.4,-,0,0.7,24,D,,,,
"Wellington, Kelburn Aws",3/07/2018,9,0,-,0.8,0,24,D,,,,
"Auckland, Motat Ews",4/07/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",4/07/2018,9,0.4,-,1.3,0,24,D,,,,
"Auckland, Motat Ews",5/07/2018,9,0,-,1.4,0,24,D,,,,
"Wellington, Kelburn Aws",5/07/2018,9,0,-,2.1,0,24,D,,,,
"Auckland, Motat Ews",6/07/2018,9,0,-,2,0,24,D,,,,
"Wellington, Kelburn Aws",6/07/2018,9,0,-,3,0,24,D,,,,
"Auckland, Motat Ews",7/07/2018,9,0,-,2.7,0,24,D,,,,
"Wellington, Kelburn Aws",7/07/2018,9,0.6,-,3.2,0,24,D,,,,
"Auckland, Motat Ews",8/07/2018,9,0,-,3.4,0,24,D,,,,
"Wellington, Kelburn Aws",8/07/2018,9,22.8,-,0,18.8,24,D,,,,
"Auckland, Motat Ews",9/07/2018,9,5,-,0,0.9,24,D,,,,
"Wellington, Kelburn Aws",9/07/2018,9,38,-,0,37.2,24,D,,,,
"Auckland, Motat Ews",10/07/2018,9,6.8,-,0,6.1,24,D,,,,
"Wellington, Kelburn Aws",10/07/2018,9,5,-,0,4.2,24,D,,,,
"Auckland, Motat Ews",11/07/2018,9,3.4,-,0,2.7,24,D,,,,
"Wellington, Kelburn Aws",11/07/2018,9,0.2,-,0.6,0,24,D,,,,
"Auckland, Motat Ews",12/07/2018,9,0.2,-,0.5,0,24,D,,,,
"Wellington, Kelburn Aws",12/07/2018,9,0.4,-,1.1,0,24,D,,,,
"Auckland, Motat Ews",13/07/2018,9,0,-,1.2,0,24,D,,,,
"Wellington, Kelburn Aws",13/07/2018,9,0.2,-,1.7,0,24,D,,,,
"Auckland, Motat Ews",14/07/2018,9,0,-,1.8,0,24,D,,,,
"Wellington, Kelburn Aws",14/07/2018,9,0.6,-,2,0,24,D,,,,
"Auckland, Motat Ews",15/07/2018,9,40.6,-,0,38.1,24,D,,,,
"Wellington, Kelburn Aws",15/07/2018,9,0,-,2.8,0,24,D,,,,
"Auckland, Motat Ews",16/07/2018,9,21,-,0,20.3,24,D,,,,
"Wellington, Kelburn Aws",16/07/2018,9,5.4,-,0,1.8,24,D,,,,
"Auckland, Motat Ews",17/07/2018,9,0.2,-,0.5,0,24,D,,,,
"Wellington, Kelburn Aws",17/07/2018,9,1.8,-,0,1,24,D,,,,
"Auckland, Motat Ews",18/07/2018,9,0.4,-,0.8,0,24,D,,,,
"Wellington, Kelburn Aws",18/07/2018,9,0.2,-,0.6,0,24,D,,,,
"Auckland, Motat Ews",19/07/2018,9,0.2,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",20/07/2018,9,2,-,0,0.1,24,D,,,,
"Wellington, Kelburn Aws",20/07/2018,9,0,-,2.3,0,24,D,,,,
"Auckland, Motat Ews",21/07/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",21/07/2018,9,0.6,-,2.6,0,24,D,,,,
"Auckland, Motat Ews",22/07/2018,9,5.8,-,0,4.4,24,D,,,,
"Wellington, Kelburn Aws",22/07/2018,9,13.2,-,0,9.8,24,D,,,,
"Auckland, Motat Ews",23/07/2018,9,1.4,-,0,0.7,24,D,,,,
"Wellington, Kelburn Aws",23/07/2018,9,0,-,0.8,0,24,D,,,,
"Auckland, Motat Ews",24/07/2018,9,2.2,-,0,1.5,24,D,,,,
"Wellington, Kelburn Aws",24/07/2018,9,4.8,-,0,3.1,24,D,,,,
"Auckland, Motat Ews",25/07/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",25/07/2018,9,3.8,-,0,3,24,D,,,,
"Auckland, Motat Ews",26/07/2018,9,1.4,-,0,0,24,D,,,,
"Wellington, Kelburn Aws",26/07/2018,9,0,-,0.8,0,24,D,,,,
"Auckland, Motat Ews",27/07/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",27/07/2018,9,0,-,1.7,0,24,D,,,,
"Auckland, Motat Ews",28/07/2018,9,3.8,-,0,2.4,24,D,,,,
"Wellington, Kelburn Aws",28/07/2018,9,0,-,2.5,0,24,D,,,,
"Auckland, Motat Ews",29/07/2018,9,1.6,-,0,0.9,24,D,,,,
"Wellington, Kelburn Aws",29/07/2018,9,0,-,3.4,0,24,D,,,,
"Auckland, Motat Ews",30/07/2018,9,0,-,0.7,0,24,D,,,,
"Wellington, Kelburn Aws",30/07/2018,9,5.8,-,0,1.6,24,D,,,,
"Auckland, Motat Ews",31/07/2018,9,0,-,1.4,0,24,D,,,,
"Wellington, Kelburn Aws",31/07/2018,9,0,-,0.8,0,24,D,,,,
"Auckland, Motat Ews",1/08/2018,9,0,-,2,0,24,D,,,,
"Wellington, Kelburn Aws",1/08/2018,9,2,-,0,0.3,24,D,,,,
"Auckland, Motat Ews",2/08/2018,9,0.2,-,3,0,24,D,,,,
"Wellington, Kelburn Aws",2/08/2018,9,0,-,1.2,0,24,D,,,,
"Auckland, Motat Ews",3/08/2018,9,5,-,0,0.8,24,D,,,,
"Wellington, Kelburn Aws",3/08/2018,9,8.4,-,0,6,24,D,,,,
"Auckland, Motat Ews",4/08/2018,9,0.2,-,1,0,24,D,,,,
"Wellington, Kelburn Aws",4/08/2018,9,5.2,-,0,4,24,D,,,,
"Auckland, Motat Ews",5/08/2018,9,0,-,2.1,0,24,D,,,,
"Wellington, Kelburn Aws",5/08/2018,9,4.8,-,0,3.6,24,D,,,,
"Auckland, Motat Ews",6/08/2018,9,0.6,-,2.7,0,24,D,,,,
"Wellington, Kelburn Aws",6/08/2018,9,8.2,-,0,7,24,D,,,,
"Auckland, Motat Ews",7/08/2018,9,0.2,-,3.7,0,24,D,,,,
"Wellington, Kelburn Aws",7/08/2018,9,0.8,-,0.4,0,24,D,,,,
"Auckland, Motat Ews",8/08/2018,9,0,-,4.8,0,24,D,,,,
